reviews
"

  Siparişimden 5 adet baharatlık çıktı. Hatalı/Eksik ürün gönderildi.

"
"

  ürün ambalajı itibarıyla akabilecek bir ürün. amazon paketleme departmanı bunu görmedimi. bir kutunun içine  korumasız koymuş göndermişler. yolda ezilmiş büzülmüş ve akmış... yakıştıramadım. eğerböyle ürünler için bir paketleme sisteminiz yoksa, düzgünce paketleme yapamayacaksınız bu tür ürünleri satmayın. yazık. ürün telef olmuş. iade ve kargo ile uğraşmamak için izde yapmadım. sineye çektim...

"
"

  Uzun zamandır kullandığımız alanının en iyisi diyebilirim. Fiyat olarak büyük kutu almak daha avantajlı. Küçük konsantre olan ile arasında 2 lira varken kim niye alsın ki?

"
"

  Şimdiye kadar kullandığım en iyi mutfak spreyi.  Harika temizliyor. Kurumuş yağ, kir her şeyi çıkartıyor. Şiddetle tavsiye ederim.

"
"

  Kireç sökmede 1 numara

"
"

  Ürünü her zmn kullanıyorum ancak kargoda dokulmus bir sekilde geldi. Diger siparislerim bile deterjan olmus. Ambalaja biraz daha dikkat edebilirsiniz.

"
"

  Aldığım 2 deterjandan birisi az bir miktarda ama bu ürün aşırı miktarda dökülmüş bir şekilde elime ulaştı

"
"

  Ürün içeriği tabii ki kaliteli.Fakat ürünü geldiğinde miktarını kontrol edin.Akıtabiliyor.

"
"

  Paketleme iyi değildi akmıştı poşetin içine maalesef

"
"

  Ürün çok güzel hoşumuza gitti kargo hızı ve paketleme si muazzam

"
"

  ürün ambalajı itibarıyla akabilecek bir ürün. amazon paketleme departmanı bunu görmedimi. bir kutunun içine  korumasız koymuş göndermişler. yolda ezilmiş büzülmüş ve akmış... yakıştıramadım. eğerböyle ürünler için bir paketleme sisteminiz yoksa, düzgünce paketleme yapamayacaksınız bu tür ürünleri satmayın. yazık. ürün telef olmuş. iade ve kargo ile uğraşmamak için izde yapmadım. sineye çektim...

"
"

  Uzun zamandır kullandığımız alanının en iyisi diyebilirim. Fiyat olarak büyük kutu almak daha avantajlı. Küçük konsantre olan ile arasında 2 lira varken kim niye alsın ki?

"
"

  Şimdiye kadar kullandığım en iyi mutfak spreyi.  Harika temizliyor. Kurumuş yağ, kir her şeyi çıkartıyor. Şiddetle tavsiye ederim.

"
"

  Kireç sökmede 1 numara

"
"

  Ürünü her zmn kullanıyorum ancak kargoda dokulmus bir sekilde geldi. Diger siparislerim bile deterjan olmus. Ambalaja biraz daha dikkat edebilirsiniz.

"
"

  Aldığım 2 deterjandan birisi az bir miktarda ama bu ürün aşırı miktarda dökülmüş bir şekilde elime ulaştı

"
"

  Ürün içeriği tabii ki kaliteli.Fakat ürünü geldiğinde miktarını kontrol edin.Akıtabiliyor.

"
"

  Paketleme iyi değildi akmıştı poşetin içine maalesef

"
"

  Ürün çok güzel hoşumuza gitti kargo hızı ve paketleme si muazzam

"
"

  Su arıtma cihazlarını araştırmaya başladığımda internette çok fazla taraflı yoruma denk geldim, biraz araştırınca 11 aşama modellerden kullanmak kafama yattı lakin halen firmalara güvenemiyordum. Springwater firmasını bulduğumda çekincelerim devam ediyordu bu yüzden firmanın kendi sitesi yerine bir problem yaşarsam muhattap bulabilirim diyerek amazon üzerinden ürünü satın aldım.Ürünü kullanmaya başlayalı 40 gün oldu izlenimlerime göre + ve - leri şu şekilde;Kargolama gayet başarılı, 24 saatte teslim aldım.Kurulumu firmanın anlaşmalı olduğu yerel bayiler gerçekleştiriyor burası biraz şans, bana hizmet veren görevli malesef kurulum kitapçığında özellikle belirtilmesine rağmen filtrelerin yıkama sırasına uymadan direk bağlantı yaptığı için 8-9 defa boş yere bütün su tankını doldur boşalt yaptım. Yıkama sırasına uymuş olsaydı 1-2 doldur boşalt yeterli olabilirdi.Su tankının değerinin brüt olduğunu kurulumdan sonra öğrendim, 8 Lt yazıyor ancak içerisindeki basınçlı balon gibi bir mekanizma olduğu için bir defada maksimum 4.5 lt su alabildim. En başta bu bilgi ürün açıklamasında belirtilseydi bir üst hacime sahip ürünü alabilirdim. Bu görüşümü firma yetkililerine aktardığımda yapıcı davranarak ürün değişimi ile beni uğraştırmak yerine kabul edilebilir bir fiyat teklifi ile 12 Lt ek tank kurulumu önerisinde bulundular ve ürünüm toplam 20 Lt brüt, yaklaşık 14 Lt net su kapasitesine ulaştı.Tezgah altına ek su tankı ile gayet rahat bir şekilde sığmış durumda, bilgisayar kasası gibi kapalı bir kutu içerisinde olması temizlik ve şıklık açısında gayet güzelFirma yetkilileri satıştan itibaren gayet ilgililer, ürünlerinin arkasındalarFarklı ürünler markasız yada bilinmeyen markalar tarafından daha ucuza piyasada bulunsa bile alınan hizmeti göz önünde bulundurduğumda, ödediğim ücreti hak ettiğine inandığım bir alışveriş oldu.İlk başlarda suyun içerisinde yüzen şeyler dikkatimi çekmişti ama bunların hava kabarcıkları olduğu ortaya çıktı.40 gün boyunca hergün yemeklere, çaya, içmeye suyu kullandım, suyun kalitesinde hiç bir değişiklik olmadı. İçim konusunda başlarda bir çekincem vardı lakin kısa süre içerisinde rahatlıkla içmeye başladık.Suyun rengi, kokusu, tadı gayet güzel.Yerel servisin kurulumda ki yaptığı basit bir eksiklikten dolayı 8-9 tank su ziyan ettiğim için filtre değişim zamanı geldiğinde, değişimi kendim gerçekleştireceğim.Genel olarak baktığımda, ufak tefek eksikler olsada gayet olumlu bir alışveriş olduğunu düşünüyorum.

"
"

  Ürün hemen geldi. Arayıp kurulum için randevu aldım hemen ertesi güne. Kuran kişi içinden çıkanlara çok şaşırdı. Başka markaları da kuruyormus ama verdikleri bağlantı aparatı cikmazmis kendi birşey uyduruyormus onda da boşta çıkış olduğu için nalburdan ayrıca parça aramadı gerekiyormuş müşterinin. Kurulumdan sonra ilk kullanım işi biraz uğraştırdı gerçi. Su bulanikti. Kurulumu yapan kişinin dediklerini tekrardan yaptım şu an gayet iyi. Lezzet olarak da iyi. Arayıp bir sorunum olup olmadığını sordular. Ki müşteri memnuniyetini takip etmeleri hoşuma gitti.Birkaç aylık uzun kullanım sonrası aileme tavsiye edeceğim gibi gözüküyor. Fiyatı yüksek gibi gözüküyor ama filtrelemesi yüksek birşey aradığım için tercih sebebimdi. Ki filtre satışı fazla olanlar arasında fiyatı en uygunu buydu denebilir

"
"

  Uzun zamandır artış içinde idim ve 3M nin motorlu arıtmasına karar vermiş iken son bir araştırma daha yapmak içim siteler arasında gezinirken Spring Water ilgimi çekti ve iki gün boyunca çok detaylı incelemelerin sonrası kararım Spring Water lehine değişti ve satın aldım. Amozon öteden beri alışveriş( Türkiyeye gelmeden öncede tekne ve balıkçılık ile alakalı ürünler aldım) yaptığım bir site olduğundan ciddiyetletini biliyordum. Ve bir kere daha yanılmadığımı gördüm. Ürün çok kısa bir sürede ve itinalı bir şekilde elime ulaştı.ürünün kargoya hazırlanışından sevkiyatın bütün safhaları ve teslim alacağım tarihe kadar bilgilendirildim. Firmanin montajı için ilgili Mersin bayisinin ; kargoyu takip ederek elime geçeceği günü bildirmesi ve ürünü teslim aldığımı dahi takip ederek hemen iletişime geçerek montaj için randevu oluşturmaları , ürünlerine ne kadar sahip çıkmalarının ve ciddiyetlerinin bir göstergesi olsa gerek . Gerçi ben çok acil bir hastahane işim çıktığı için ilk randevuya uyamamış olsam da iki gün içinde tekrar arayarak hemen bir randevu oluşturarak gelip kurulumu yapmaları takdire şayan bir davranış. Bugün 4. Gündür ki ürünü kullanıyorum ve çok memnunum. Hızlı ve sorunsuz sevkiyat ile her aşamada bilgilendirmelerinden dolayı Amozon ‘a ; ürünlerini çok sıkı takip ederen çok kısa süre de ve çok titiz bir şekilde montajı yapan Mersin Teknik Servisine ( ki bu arada ben Mersine 130 km uzaklıkta bir beldedeyim ) çok çok teşekkürü borç bilerek herkese gönül rahatlığı ile tavsiye ederim.  Halil İbrahim Gökdeniz

"
"

  Merhaba. Ben de Yorumları okuyarak tercihimi yaptım, size ürünle ilgili bir şeyler paylaşmak istiyorum.umarım yanıltıcı olmamBizim evin yanında metro market ver ve metro marketin kendi markası olan suyu kulanıyorduk, arıtma cihazını taktırdıktan sonra içtiğimiz sudan bir fark görmedim.arıtma cihazlarını karşı bir in yargım vardı.kokusu vs. Şimdilik memnunuz,umarım filtreleri vs aksamları iyidir.

"
"

  Su arıtma cihazlarına temkinli yaklaşıyordum fakat bu ürünü kullanan bir arkadaşımdan ve farklı yerlerdeki yorumlarından dolayı almak istedim. Öncelikle firma kurulumdan sonra 2 kez aradı ve fikirlerimi sordu. Bu benim için oldukça önemli çünkü ülkemizde maalesef ürünü satmaktan ibaret firmalar oldukça fazla.Ürüne gelirsek çok başarılı. İçme konusunda şüpheliydim, yemek, çay ve sebze-meyve yıkamak için kullanırız diye düşünüyordum fakat rahatlıkla içebiliyoruz. Herhangi bir acı tad veya koku hissetmiyorsunuz. Sizi sürekli su taşımaktan veya sağlıksız damacanaları kullanmaktan kurtarıyor. İçilebilir suyun musluğun ucunda olması çok rahatmış.3'lü filtre her yıl, diğerleri ise 2 yılda bir değişiyor. Montaj ve testler de toplam 40 dk sürdü.

"
"

  Ürünü almadan önce internetten araştırma yaparak aldık. Ürünü yaklaşık bir aydır kullanıyoruz. Gayet başarılı bir ürün. Suda koku, bulanıklar vs hiçbir şey yok. Suyun tadı da oldukça iyi.Firma gelirsek, satın aldıktan sonra ilgi alaka başlıyor. Kurulumu için aradım ertesi gün kuruluma gelindi. Kurulumdan sonra firma tarafında fikir ve görüşler alındı. Yani ürünü sattıktan sonra irtibat kopmuyor ve herhangi bir sorunda teknik servis yollayabiliyorlar.

"
"

  Müşteri memnuniyetine bakarak bir haftalık araştırmadan sonra bu üründe karar kıldım. Satın almadan önce teknik servislerini arayıp aklıma takılanları sordum, her soruma içtenlikle yanıt verdiler. Suyun tadı da gayet başarılı. Günlerce güneş altında bekleyen plastik şişelerdeki suları içmektense su arıtma cihazı almak en mantıklısı bence. Alacak mali gücü olan herkese tavsiye ederim. Olmayanlara da nasip olsun inşallah.

"
"

  Uzun zamandır araştırıyordum en iyisi hangisi diye, 15 gündür kullanıyorum çok memnunum doğru seçim yaptığım için de çok mutluyum. Teslimat sorunsuz yapıldı, paketleme gayet özenliydi. Müşteri hizmetleri de hemen bulunduğum şehirdeki yetkili servisi yönlendirdi. Kurulum da sorunsuz gerçekleşti. Suyun içimi çok güzel. Yaşasın kireçsiz çaydanlık ve temiz su içmenin verdiği güven. Teşekkürler. Tavsiye edilir.

"
"

  Ürünü yaklaşık 3 aydır kullanıyorum. Suyun lezzeti oldukça iyi. Ailem ve misafirlerim de tadını ve içimini beğendi. Firma oldukça ilgiliydi. Ürünü aldıktan sonra, birkaç defa arayarak iletişime geçti ve iletmek istediğim bir durum, yaşadığım bir sorun olup olmadığını sordu. Herhangi bir sorun yaşamadım. Kısaca aldığım üründen ve firmadan oldukça memnun kaldım.

"
"

  Ürünü olumlu yorumlara güvenerek aldık, iyiki almışız. Hızlı kargolandı, teknik ekip ilk mesai gününde gelip kurulumunu yaptı. Suyun lezzetinden memnunuz, firma 2 haftadır 2 kez arayıp memnuniyetimizi soruyor. Ürününün arkasında firma, tavsiye ederim.

"
"

  Su arıtma cihazlarını araştırmaya başladığımda internette çok fazla taraflı yoruma denk geldim, biraz araştırınca 11 aşama modellerden kullanmak kafama yattı lakin halen firmalara güvenemiyordum. Springwater firmasını bulduğumda çekincelerim devam ediyordu bu yüzden firmanın kendi sitesi yerine bir problem yaşarsam muhattap bulabilirim diyerek amazon üzerinden ürünü satın aldım.Ürünü kullanmaya başlayalı 40 gün oldu izlenimlerime göre + ve - leri şu şekilde;Kargolama gayet başarılı, 24 saatte teslim aldım.Kurulumu firmanın anlaşmalı olduğu yerel bayiler gerçekleştiriyor burası biraz şans, bana hizmet veren görevli malesef kurulum kitapçığında özellikle belirtilmesine rağmen filtrelerin yıkama sırasına uymadan direk bağlantı yaptığı için 8-9 defa boş yere bütün su tankını doldur boşalt yaptım. Yıkama sırasına uymuş olsaydı 1-2 doldur boşalt yeterli olabilirdi.Su tankının değerinin brüt olduğunu kurulumdan sonra öğrendim, 8 Lt yazıyor ancak içerisindeki basınçlı balon gibi bir mekanizma olduğu için bir defada maksimum 4.5 lt su alabildim. En başta bu bilgi ürün açıklamasında belirtilseydi bir üst hacime sahip ürünü alabilirdim. Bu görüşümü firma yetkililerine aktardığımda yapıcı davranarak ürün değişimi ile beni uğraştırmak yerine kabul edilebilir bir fiyat teklifi ile 12 Lt ek tank kurulumu önerisinde bulundular ve ürünüm toplam 20 Lt brüt, yaklaşık 14 Lt net su kapasitesine ulaştı.Tezgah altına ek su tankı ile gayet rahat bir şekilde sığmış durumda, bilgisayar kasası gibi kapalı bir kutu içerisinde olması temizlik ve şıklık açısında gayet güzelFirma yetkilileri satıştan itibaren gayet ilgililer, ürünlerinin arkasındalarFarklı ürünler markasız yada bilinmeyen markalar tarafından daha ucuza piyasada bulunsa bile alınan hizmeti göz önünde bulundurduğumda, ödediğim ücreti hak ettiğine inandığım bir alışveriş oldu.İlk başlarda suyun içerisinde yüzen şeyler dikkatimi çekmişti ama bunların hava kabarcıkları olduğu ortaya çıktı.40 gün boyunca hergün yemeklere, çaya, içmeye suyu kullandım, suyun kalitesinde hiç bir değişiklik olmadı. İçim konusunda başlarda bir çekincem vardı lakin kısa süre içerisinde rahatlıkla içmeye başladık.Suyun rengi, kokusu, tadı gayet güzel.Yerel servisin kurulumda ki yaptığı basit bir eksiklikten dolayı 8-9 tank su ziyan ettiğim için filtre değişim zamanı geldiğinde, değişimi kendim gerçekleştireceğim.Genel olarak baktığımda, ufak tefek eksikler olsada gayet olumlu bir alışveriş olduğunu düşünüyorum.

"
"

  Ürün hemen geldi. Arayıp kurulum için randevu aldım hemen ertesi güne. Kuran kişi içinden çıkanlara çok şaşırdı. Başka markaları da kuruyormus ama verdikleri bağlantı aparatı cikmazmis kendi birşey uyduruyormus onda da boşta çıkış olduğu için nalburdan ayrıca parça aramadı gerekiyormuş müşterinin. Kurulumdan sonra ilk kullanım işi biraz uğraştırdı gerçi. Su bulanikti. Kurulumu yapan kişinin dediklerini tekrardan yaptım şu an gayet iyi. Lezzet olarak da iyi. Arayıp bir sorunum olup olmadığını sordular. Ki müşteri memnuniyetini takip etmeleri hoşuma gitti.Birkaç aylık uzun kullanım sonrası aileme tavsiye edeceğim gibi gözüküyor. Fiyatı yüksek gibi gözüküyor ama filtrelemesi yüksek birşey aradığım için tercih sebebimdi. Ki filtre satışı fazla olanlar arasında fiyatı en uygunu buydu denebilir

"
"

  Uzun zamandır artış içinde idim ve 3M nin motorlu arıtmasına karar vermiş iken son bir araştırma daha yapmak içim siteler arasında gezinirken Spring Water ilgimi çekti ve iki gün boyunca çok detaylı incelemelerin sonrası kararım Spring Water lehine değişti ve satın aldım. Amozon öteden beri alışveriş( Türkiyeye gelmeden öncede tekne ve balıkçılık ile alakalı ürünler aldım) yaptığım bir site olduğundan ciddiyetletini biliyordum. Ve bir kere daha yanılmadığımı gördüm. Ürün çok kısa bir sürede ve itinalı bir şekilde elime ulaştı.ürünün kargoya hazırlanışından sevkiyatın bütün safhaları ve teslim alacağım tarihe kadar bilgilendirildim. Firmanin montajı için ilgili Mersin bayisinin ; kargoyu takip ederek elime geçeceği günü bildirmesi ve ürünü teslim aldığımı dahi takip ederek hemen iletişime geçerek montaj için randevu oluşturmaları , ürünlerine ne kadar sahip çıkmalarının ve ciddiyetlerinin bir göstergesi olsa gerek . Gerçi ben çok acil bir hastahane işim çıktığı için ilk randevuya uyamamış olsam da iki gün içinde tekrar arayarak hemen bir randevu oluşturarak gelip kurulumu yapmaları takdire şayan bir davranış. Bugün 4. Gündür ki ürünü kullanıyorum ve çok memnunum. Hızlı ve sorunsuz sevkiyat ile her aşamada bilgilendirmelerinden dolayı Amozon ‘a ; ürünlerini çok sıkı takip ederen çok kısa süre de ve çok titiz bir şekilde montajı yapan Mersin Teknik Servisine ( ki bu arada ben Mersine 130 km uzaklıkta bir beldedeyim ) çok çok teşekkürü borç bilerek herkese gönül rahatlığı ile tavsiye ederim.  Halil İbrahim Gökdeniz

"
"

  Merhaba. Ben de Yorumları okuyarak tercihimi yaptım, size ürünle ilgili bir şeyler paylaşmak istiyorum.umarım yanıltıcı olmamBizim evin yanında metro market ver ve metro marketin kendi markası olan suyu kulanıyorduk, arıtma cihazını taktırdıktan sonra içtiğimiz sudan bir fark görmedim.arıtma cihazlarını karşı bir in yargım vardı.kokusu vs. Şimdilik memnunuz,umarım filtreleri vs aksamları iyidir.

"
"

  Su arıtma cihazlarına temkinli yaklaşıyordum fakat bu ürünü kullanan bir arkadaşımdan ve farklı yerlerdeki yorumlarından dolayı almak istedim. Öncelikle firma kurulumdan sonra 2 kez aradı ve fikirlerimi sordu. Bu benim için oldukça önemli çünkü ülkemizde maalesef ürünü satmaktan ibaret firmalar oldukça fazla.Ürüne gelirsek çok başarılı. İçme konusunda şüpheliydim, yemek, çay ve sebze-meyve yıkamak için kullanırız diye düşünüyordum fakat rahatlıkla içebiliyoruz. Herhangi bir acı tad veya koku hissetmiyorsunuz. Sizi sürekli su taşımaktan veya sağlıksız damacanaları kullanmaktan kurtarıyor. İçilebilir suyun musluğun ucunda olması çok rahatmış.3'lü filtre her yıl, diğerleri ise 2 yılda bir değişiyor. Montaj ve testler de toplam 40 dk sürdü.

"
"

  Ürünü almadan önce internetten araştırma yaparak aldık. Ürünü yaklaşık bir aydır kullanıyoruz. Gayet başarılı bir ürün. Suda koku, bulanıklar vs hiçbir şey yok. Suyun tadı da oldukça iyi.Firma gelirsek, satın aldıktan sonra ilgi alaka başlıyor. Kurulumu için aradım ertesi gün kuruluma gelindi. Kurulumdan sonra firma tarafında fikir ve görüşler alındı. Yani ürünü sattıktan sonra irtibat kopmuyor ve herhangi bir sorunda teknik servis yollayabiliyorlar.

"
"

  Müşteri memnuniyetine bakarak bir haftalık araştırmadan sonra bu üründe karar kıldım. Satın almadan önce teknik servislerini arayıp aklıma takılanları sordum, her soruma içtenlikle yanıt verdiler. Suyun tadı da gayet başarılı. Günlerce güneş altında bekleyen plastik şişelerdeki suları içmektense su arıtma cihazı almak en mantıklısı bence. Alacak mali gücü olan herkese tavsiye ederim. Olmayanlara da nasip olsun inşallah.

"
"

  Uzun zamandır araştırıyordum en iyisi hangisi diye, 15 gündür kullanıyorum çok memnunum doğru seçim yaptığım için de çok mutluyum. Teslimat sorunsuz yapıldı, paketleme gayet özenliydi. Müşteri hizmetleri de hemen bulunduğum şehirdeki yetkili servisi yönlendirdi. Kurulum da sorunsuz gerçekleşti. Suyun içimi çok güzel. Yaşasın kireçsiz çaydanlık ve temiz su içmenin verdiği güven. Teşekkürler. Tavsiye edilir.

"
"

  Ürünü yaklaşık 3 aydır kullanıyorum. Suyun lezzeti oldukça iyi. Ailem ve misafirlerim de tadını ve içimini beğendi. Firma oldukça ilgiliydi. Ürünü aldıktan sonra, birkaç defa arayarak iletişime geçti ve iletmek istediğim bir durum, yaşadığım bir sorun olup olmadığını sordu. Herhangi bir sorun yaşamadım. Kısaca aldığım üründen ve firmadan oldukça memnun kaldım.

"
"

  Ürünü olumlu yorumlara güvenerek aldık, iyiki almışız. Hızlı kargolandı, teknik ekip ilk mesai gününde gelip kurulumunu yaptı. Suyun lezzetinden memnunuz, firma 2 haftadır 2 kez arayıp memnuniyetimizi soruyor. Ürününün arkasında firma, tavsiye ederim.

"
"

  Ürünü sipariş verdikten birkaç gün sonra elime ulaştıAlmadan önce firmayla telefonda konuştum. Çok ilgili ve sorularıma tam cevap verdiler. Gerçekten ürün kaliteli ve arkasında duran ve işene değer veren bir ekip var. Hepsine teşekkür ederim. Ayrıca suyun tadı da harika sistem zaten çok kaliteli. Tavsiye ederim parasının hakkını veriyor.

"
"

  Aynı ürünü abim geçen sene almıştı çok memnun kalmıştı banada tavsiye etti. İyiki almışım çok memnunum suyun tadı mükemmel çok hızlı geldi kurulumuda çok hızlı oldu. 11 aşamalı olmasına rağmen diğer markalara göre fiyatida çok iyi. ben çok memnun kaldım herkesede tavsiye ederim...

"
"

  Ürünün malzemesi çok kaliteli, filtrasyon da çok başarılı. Satıcı servis konusunda çok hassas, her aşamasında beni arayarak geri bildirim aldılar. Aylar sonra tekrar tekrar arayarak bilgi alıyorlar, memnuniyeti soruyorlar. Çok memnunum, teşekkürler.

"
"

  Uzun araştırmalar sonucu bu cihazı almaya karar verdik. Suyun tadı ve içimi çok güzel servis çalışanları ve satıcı firma çok ilgililer herkese tavsiye ediyorum.

"
"

  Suyun tadı çok güzel tazyikli ve lezzetli satıcının ilgi alakasından da çok memnun kaldık üzmeden yormadan güzel  bir alışveriş oldu çok tavsiye ederim

"
"

  Su kalitesi cok iyi onceden aldigimiz icme sularindan bile guzel bir icimi var su hamalligindan kurtulduk. Tesekkurler springwater

"
"

  Suyun içimi güzel ve kurulum çok hızlıydı. Kargo ve üründen memnunum. Tavsiye ederim .

"
"

  Su taşıma derdinden kurtulduk, suyun tadı gayet güzel

"
"

  Ürünü ilk kez kullandık ve gayet okka lı bir şekilde türk kahvemizi içtik :) Amazonun hızlı kargosu ekstra bir avantaj. Ve tabiki ürünü açınca içinde +1 yıl garanti kartını görünce ekstra mutlu olduk. Arzum un sitesine mutlaka kaydınızı yaptırın ve ürününüz 2+1 yıl garanti kapsamına girsin :) Teşekkürler Amazon :)

"
"

  Ürün arızalı çıktı taşırıyordu amazon iade aldı paramızı aldık. Bu ürün yerine Fakir marka tercih ettik memnunuz amazona da teşekkürler çok kaliteli bir yer gerçekten iade kısmında hiçbir sıkıntı çıkarılmadı

"
"

  Ürün gayet başarılı, güzel köpüklü kahveler yapıyor. Benim açımdan en büyük eksik ürünün üzerinde açma kapatma tuşu olmaması fiş çekmek zorunda kalıyorsunuz, bir de ayakları daha dengeli olabilirdi. 4 fincan kahve olayına gelirsek, evet 4 fincan yapar 250ml civarı su alıyor maksimum çizgisinde eğer fincanlarınız normal kahve fincanı ise 4 tane yapar ancak çoğu kişi duble fincan kullanıp 2 tane yapıyor diyor.

"
"

  Çok isteyerek satın aldık. Ancak cezvenin iç kaplamasında iki yerde soyulma gibi leke vardı. Daha önce kullanılmamış bir ürünse eğer üretim hatası olsa gerek. Mecburen iade ettik.

"
"

  ürünü meşhur cumada başka yerden almıştım ama çalışmadı iade edip buradan aldım. Ürün güzel ama yapacaklarının sınırını bilirseniz daha verimli kullanabilirsiniz. Kutu içinden çıkan uyarı kağıdından görüp arzum'un sayfasından +1 yıl garantiyi unutmayın

"
"

  ürün iyi hoş ürünle alakalıı bir tek sorun yok , sene olmuş 2021 , amazon satıcısı diye hızlıca gelir diye prime üyelik aldığım ürün geçen hafta cuma sipariş verdik 1 haftada ancak perşembe akşam gelebildi , çinden söylesem de aynı hızda gelebilirdi ,yakıştıramadım , trendyola devam ilk prime alışverişim başarızlıkla sonuçlandı ,  ürünü tavsiye ederim ama amazondan birşey almanızı tavsiye etmem

"
"

  Amazon gönderimi harika. Onunla alakalı hiçbir sıkıntı yok. Lakin üründe taşma problemi var. Amazon müşteri hizmetleri ile görüştüğümde hemen iade açtılar. Bu konudaki hassasiyetleri gerçekten çok başarılı. Kahve makinesine gelince, bende böyle bir problem vardı. Daha ikinci kullanımda taşma olunca sizde hak verirsiniz ki can sıkıcı bir durum. Birkaç sitede de benzer yorumları görünce iade ettim.

"
"

  Anneler gunu hediyesi olarak aldim ve Annem cok begendi. Kucuk, hafif ve kaliteli bir urun. Cok hizli bir sekilde teslimat yapildi. Satici ve kargo sirketine de tesekkur ederim.

"
"

  Kahveyi her seferinde tasiriyor. Daha önce kullandığım bir ürün fakat bana gelen ürünün ya sensörü bozuk ya da başka bir sorunu var. Bir de pişirme dügmesine bastıktan sonra biraz geç yanıyor ışığıMaalesef kutusunu attığım için iade edemiyorum yoksa daha önce kullandığım urunle alakası yok problemi var kesinlikle

"
"

  Ürün gerçekten çok şık görünüyor. Vadettiği özellikleri sorunsuz bir şekilde çalışmakta. Uzun vadede kullanımını bilmiyorum. Kargo gerçekten jet hızıyla geldi. Ürün paketlemesini sağlam bir şekilde yapmış Amazon, teşekkür ediyorum.

"
"

  Ürünü ilk kez kullandık ve gayet okka lı bir şekilde türk kahvemizi içtik :) Amazonun hızlı kargosu ekstra bir avantaj. Ve tabiki ürünü açınca içinde +1 yıl garanti kartını görünce ekstra mutlu olduk. Arzum un sitesine mutlaka kaydınızı yaptırın ve ürününüz 2+1 yıl garanti kapsamına girsin :) Teşekkürler Amazon :)

"
"

  Ürün arızalı çıktı taşırıyordu amazon iade aldı paramızı aldık. Bu ürün yerine Fakir marka tercih ettik memnunuz amazona da teşekkürler çok kaliteli bir yer gerçekten iade kısmında hiçbir sıkıntı çıkarılmadı

"
"

  Ürün gayet başarılı, güzel köpüklü kahveler yapıyor. Benim açımdan en büyük eksik ürünün üzerinde açma kapatma tuşu olmaması fiş çekmek zorunda kalıyorsunuz, bir de ayakları daha dengeli olabilirdi. 4 fincan kahve olayına gelirsek, evet 4 fincan yapar 250ml civarı su alıyor maksimum çizgisinde eğer fincanlarınız normal kahve fincanı ise 4 tane yapar ancak çoğu kişi duble fincan kullanıp 2 tane yapıyor diyor.

"
"

  Çok isteyerek satın aldık. Ancak cezvenin iç kaplamasında iki yerde soyulma gibi leke vardı. Daha önce kullanılmamış bir ürünse eğer üretim hatası olsa gerek. Mecburen iade ettik.

"
"

  ürünü meşhur cumada başka yerden almıştım ama çalışmadı iade edip buradan aldım. Ürün güzel ama yapacaklarının sınırını bilirseniz daha verimli kullanabilirsiniz. Kutu içinden çıkan uyarı kağıdından görüp arzum'un sayfasından +1 yıl garantiyi unutmayın

"
